网页地址,项目位置,面积(公顷),供地方式,行业分类,成交价格(万元),下限,上限,约定交地时间,经度,纬度
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=05b166eb-af8b-4554-88e3-0b1ebea08b6a,金崖镇张家湾村,0.1677,挂牌出让,批发业,88.2,0.7,1.2,2017年8月30日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=137c2ed1-edef-4fa6-85c5-fe8f18068d68,金崖镇张家湾村,0.9119,挂牌出让,工艺品及其他制造业,98.496,0.7,0,2013年11月26日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4d0ca369-6eb9-4350-809f-18b12ac66b82,金崖镇张家湾村,1.29443,挂牌出让,其它,139.824,0.7,0,2013年11月26日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=779bd23d-c520-48b0-a31b-b13f16c94387,金崖镇张家湾村,1.91695,挂牌出让,金属制品业,207,0.7,0,2013年11月26日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6b36503c-275f-411c-b3aa-8595fe0161e2,金崖镇张家湾村,0.666695,挂牌出让,其它,350,0.7,1.2,2016年6月15日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7efb7b86-dea1-40f0-9072-5479427e2543,金崖镇张家湾村,0.831851,挂牌出让,批发业,436.8,0.7,1.2,2016年8月10日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2a294bbd-f125-4279-bafc-9796a65cac78,金崖镇张家湾村,0.831806,挂牌出让,橡胶制品业,436.8,0.7,1.2,2016年6月15日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=48229a92-3c39-48fb-a40a-4124941107af,金崖镇张家湾村,0.859791,挂牌出让,批发业,451.5,0.7,1.2,2016年8月10日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=309b967f-2bf1-4693-95ab-542b9bb75ea8,金崖镇张家湾村,1.000007,挂牌出让,塑料制品业,525,0.7,1.2,2016年11月28日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0e517c5b-2a22-4333-be49-ce0bf3ed1071,金崖镇张家湾村,1.009064,挂牌出让,家具制造业,635.88,1,1.2,2018年10月19日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e1742b3f-d31b-4e11-bb5a-10ce2f995e74,金崖镇张家湾村,1.321121,挂牌出让,其它,693.7,0.7,1.2,2016年6月15日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a5949128-69f1-46bc-b4b9-120399163a03,金崖镇张家湾村,1.343469,挂牌出让,农副食品加工业,705.25,0.7,1.2,2016年11月8日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f443f5e8-3ef1-4623-8637-d89c6ec955eb,金崖镇张家湾村,1.629119,挂牌出让,专业技术服务业,855.4,0.7,1.2,2016年8月10日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e6aba253-bd3b-4fa2-ac6c-a013a7bcddbc,金崖镇张家湾村,1.532783,挂牌出让,造纸及纸质品业,931.095,0,1.2,2018年7月17日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ff78c568-cd95-4afd-87c5-2ac5a26cb5ef,金崖镇张家湾村,2.605255,挂牌出让,其它,1367.8,0.7,1.2,2016年6月15日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=767778c7-11b6-4827-aaaa-bfda7c6df966,金崖镇张家湾村,2.5331,挂牌出让,化学原料及化学制品制造业,1368,0.7,0,2017年5月20日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f2ec810b-8b7d-4f78-b234-45a64c16fc12,金崖镇张家湾村,2.568195,挂牌出让,化学原料及化学制品制造业,1386.72,0.7,0,2017年5月20日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f42db86b-e4e4-4b88-9184-d32ee85e3c0f,金崖镇张家湾村,3.834611,划拨,国家机构,1725.5749,0,0,2017年6月8日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1c62187e-bb0d-448f-b057-bfdb2119adb6,金崖镇张家湾村,3.602,挂牌出让,房地产业,2269.26,0.7,1.2,2017年9月5日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=96565096-6e6e-4418-9025-c8dedae29ba0,金崖镇张家湾村,4.35,挂牌出让,房地产业,2740.5,0.7,1.2,2017年9月5日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8239a809-22b7-4f6c-9f7b-8b923f928e2d,金崖镇张家湾村,4.505,挂牌出让,房地产业,2838.36,0.7,1.2,2017年9月5日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4f5276c8-ef49-4fe2-9ca2-03220696d6bc,金崖镇张家湾村,14.963481,挂牌出让,邮政业,10773.6,0.7,0,2017年8月30日,104.077993,36.012496
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e38ef942-ae0a-4c58-94e8-4eb1efe2bd18,经二路以东、纬三路以南、经三路以西、纬五路以北,36.30356,挂牌出让,房地产业,17558,0,1.8,2018年1月27日,103.654363,36.474296
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ac36ca1e-6571-443c-b653-758a4ba655ad,经二路以西、经一路以东、纬七路以北,1.08274,挂牌出让,房地产业,1201,0,1.5,2018年2月22日,116.443597,39.763045
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c8a6034e-37de-44c0-8980-b5c7e4a6e9f5,经二十七路以东、经二十九路以西、规划JK10#路以北,6.52148,挂牌出让,其它,1450,0.7,0,2015年9月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=936d3c24-1d7a-4578-a498-eaeb13a3ddb7,经二十七路以东、纬三十二路以南区域,7.61908,挂牌出让,金属制品业,967,0.7,0,2017年5月13日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=18b4490e-fab7-4a89-8a8b-4dfc5e6eedce,经二十七路以东、纬三十路以南、JK17#支路以西、北快速路以北,5.47035,挂牌出让,化学原料及化学制品制造业,643,0.7,0,2017年7月22日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1c487c97-e75e-4d64-9a59-0fa743e3569b,经济区安宁园区T550#规划路以东、安宁机床厂家属院用地以西、普禾国家基药中心以南、大雁手机城用地以北,1.7527,协议出让,农业,7170.6112,1,3.5,2016年12月16日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1c7a35db-bd4b-4b50-9bf2-2731e32e638f,经济区安宁园区范围内，B579号规划道路以南、S583号规划道路以北、S556号规划道路以西、B572号规划道路以东,3.16084,挂牌出让,房地产业,16920,0,5,2016年9月4日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=bdb9f406-e589-4be3-960d-4dce1356de06,经九路以东、规划二路以南、规划六路以西、纬十二路以北,7.07505,挂牌出让,房地产业,1079,0.7,0,2015年4月20日,103.693237,36.514286
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=924719f9-b908-45dd-8152-9c9eccb172b8,经九路以东、环湖东路以南、经九支路以西、纬十一路以北,4.9162,拍卖出让,房地产业,7647,1,4,2019年9月20日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5e0956a9-ffdb-4570-b60b-d20a6784d231,经九路以西、支路以北、纬三路以南,2.11849,划拨,国家机构,441.7142,0,2,2016年9月2日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=957dc41e-f0de-4aab-9fbc-639a2070d430,经九支路以东、环湖东路以南、经十路以西、纬十一路以北,5.85658,挂牌出让,房地产业,9605,1,4,2020年5月20日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c3f865cc-1f5d-48ac-92f8-018de03662d8,经六路以东、纬五路以南、经七路以西、纬七路以北区域,5.47226,划拨,研究与试验发展,1140.9676,0,2,2018年12月17日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3c29b16d-225b-4334-a3a4-af32756ff106,经七路以东，纬六路以南，经九路以西，纬四路以北,1.21963,划拨,国家机构,254.2866,0,3.5,2013年9月2日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3ccc59f4-8a4c-4140-a3ad-2401e13c2c8d,经七路以东、纬二路以北区域,6.22221,划拨,教育业,1297.3287,0,1,2013年9月23日,103.712241,36.453723
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=47981a3e-832b-4d27-9221-05029accc4fd,经七路以东、纬六路以南、经九路以西、纬四路以北,1.5129,挂牌出让,商务服务业,899,0,1,2016年2月29日,103.665577,36.494918
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e6b7d1d8-8316-409a-a770-18277fb9b1eb,经七路以东、纬十六路以南、经九路以西、纬十四路以北,1.4225,挂牌出让,农业,185,0.7,0,2015年9月10日,103.733824,36.522339
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4a2cde0e-74c6-43ff-9020-c2ade9a6f82a,经七路以东、纬一路以南、支路以西、支路以北区域,5.16654,挂牌出让,房地产业,3948,1,4,2016年4月1日,103.733824,36.522339
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=bffb504a-57e2-4ece-ade7-6148bdef632f,经七路以东、支路以南、支路以西、纬三路以北,4.86105,挂牌出让,房地产业,3239,1,4,2016年4月1日,103.659093,36.479544
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=238bb601-7450-4a8a-aabc-06e6c49f2895,经七路以西、建材一路以北,17.9329,协议出让,租赁和商务服务业,29876.0244,,2.5,2019年12月25日,103.657973,36.508473
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=75151391-8ad8-42ec-b6d1-fea69b357b7e,经三路以东、纬九路以南、经三支路以西、纬十一路以北,17.32159,划拨,房地产业,3611.5536,1,2.5,2017年8月14日,103.635545,36.462232
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=eab097ed-2877-464d-815b-a7b9add35411,经三路以东、纬九路以南、纬十一路以北,3.93042,挂牌出让,房地产业,1386,0,3.2,2018年1月27日,103.635545,36.462232
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=46e2476d-aa94-4458-b820-99125b14eb39,经三十九路南延段以西、货站北路以南,1.20801,划拨,社会保障业,251.868,0,1,2017年3月9日,103.720759,36.614049
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0d824e18-094c-444f-b864-9e826b9d6a03,经三十九路以东、淮河大道（货站北路）以南,7.11658,挂牌出让,食品制造业,1597,0.7,0,2018年5月2日,103.720759,36.614049
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3fe446be-58ab-4a13-b111-ee7038094cbb,"经十二路以东,纬二十四路以南，经十三以西，纬二十二路以北",3.26014,挂牌出让,其它,713,0.7,0,2014年5月21日,103.720759,36.614049
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=11875a4e-2e8f-45d8-857e-118ec2ddc3ed,经十二路以东、经十三路以西、纬五支四路以北、纬五支路以南,4.52299,划拨,社会福利业,943.0455,0,3.2,2014年3月25日,103.687874,36.475197
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5c5588ac-52ee-436d-a3ce-4ae32debb924,经十二路以东、纬十二路以北、经十三路以西、纬十四路以南,5.65681,划拨,水利、环境和公共设施管理业,1187.914,0,1,2019年5月27日,103.693237,36.514286
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8257b1a5-a5df-4c34-a953-3f3d716d3002,经十二路以东、纬十路以南、经十三路以西、纬八路以北,4.47639,挂牌出让,畜牧业,2636,1,2.5,2017年7月30日,103.693237,36.514286
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3890dce0-6b22-4b53-a140-3a2c4cef9e24,经十二路以东、纬十路以南、经十三路以西、纬八路以北,7.10954,挂牌出让,房地产业,4772,1,2.5,2018年1月26日,103.693237,36.514286
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=06a8a86d-8b67-4ed9-93ec-206d6e9d6868,经十二路以东、纬五路支路以南、经十三路以西、纬五路支四路以北,1.74038,挂牌出让,房地产业,1198,0,4,2018年5月2日,103.693237,36.514286
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d6875541-483f-48ed-94b7-08df6140dd1b,经十二路以西、经十一路以东、纬一路以南,6.99292,挂牌出让,房地产业,13849,1,2.5,2019年12月25日,103.687639,36.502656
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ada3e06e-a077-4368-87a9-0a0af3cad75c,经十二路以西、经十一路以东、纬一路以南,12.7989,挂牌出让,房地产业,15832,1,2.5,2019年12月25日,103.687639,36.502656
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=96577e83-bc50-4c66-bdb9-892b41548253,经十六路以东、ES6#路以西、ES1#路以北,8.90559,挂牌出让,房地产业,11583.65,1,3,2019年12月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8dfd368c-d7f4-4cb2-a7d7-a03f0b2b6907,经十路以东、纬二路以南、经十一路以西、纬一路以北,9.80527,挂牌出让,房地产业,7416,0,3,2019年1月6日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=66a5e945-775f-498d-86c6-3ff7278c5bd6,经十路以东、纬二路以南、纬一路以北、经十一路以西,14.82541,挂牌出让,房地产业,8826,0,3,2016年8月25日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c1df8bed-8d86-48c1-a896-ca9ae6d1f225,经十路以东、纬二十二路以南、经十一路以西、纬二十路以北,23.2647,挂牌出让,饮料制造业,5095,0.7,0,2017年11月12日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=66fffe9c-5494-4f43-a054-c17a6fba4e62,经十路以东、纬十八路以南、经十一路以西、纬十六路以北,2.97912,划拨,中国共产党机关,621.1493,0,1.5,2018年12月21日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e08d6ed2-d7b3-46dc-8e38-9d10b27a3456,经十路以东、纬十八路以南、经十一路以西、纬十六路以北,6.66666,划拨,中国共产党机关,1390,0,1.5,2018年12月28日,103.674361,36.526313
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ff2be6aa-fa87-4569-982b-85a5eb86d541,经十路以东、纬十六路以南、经十一路以西、纬十四路以北,9.25628,挂牌出让,房地产业,7008,0,2,2018年9月27日,103.674301,36.461769
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1da062e4-2830-450e-adae-f167520cfb9c,经十路以东、纬十路以南、经十一路以西、纬八路以北,7.925,挂牌出让,房地产业,5788,0,3.5,2015年9月10日,103.674301,36.461769
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=248dfe2d-0679-4f50-96cf-eec658f5d32b,经十路以东、纬十四路以南、经十一路以西、纬十二路以北,6.94088,挂牌出让,房地产业,5488,1,2,2016年8月25日,103.693237,36.514286
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=bb97e9a2-07a1-4f14-86d8-2edb28f03375,经十路以东、纬十四路以南、经十一路以西、纬十二路以北,8.12355,挂牌出让,房地产业,6052,1,2,2016年8月25日,103.693237,36.514286
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=dc82a369-3fe3-4791-be6b-3fa1cb266dad,经十路以东、纬十四路以南、纬十二路以北、经十一路以西,8.352,挂牌出让,房地产业,4833,0,2,2016年8月25日,103.693237,36.514286
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=43b80412-9061-443a-8b92-fd72e70f856c,经十路以西、支路以北,4.28413,划拨,其他服务业,893.2418,0,1,2016年11月24日,103.693237,36.514286
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=72e5ef57-19fb-45db-ad77-60c17270b7c0,经十七路以东、东西六路以南、南北五路以西、纬十七路以北,8.83798,挂牌出让,房地产业,6456,1,2.5,2016年1月15日,103.712241,36.453723
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=08aaecb4-7f9c-4d8d-b633-3c5a2def4ae8,经十七路以东、纬十七支路以北区域,8.69191,划拨,居民服务业,1825.306,0,1,2018年12月29日,103.712241,36.453723
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ad5ad99c-2039-4b43-97c4-a79c51219e0a,经十七路以西、ES1#路以北、纬五支路以南,4.83483,挂牌出让,房地产业,5758.29,1,3.1,2019年12月10日,103.687874,36.475197
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5c365b01-d0cd-451c-aae9-587e72c2bd91,经十七路以西、ES12#以东、ES5#以北区域,5.18788,挂牌出让,房地产业,3908,1,3,2018年12月3日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5b335a27-6ebe-44ad-a3eb-a3af397741e7,经十七路以西、ES12#以东、ES5#以北区域,5.61652,挂牌出让,房地产业,4299,1,3,2018年12月3日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5c83b4bf-0fc0-465f-b013-0f2a81886f28,经十七路以西、ES5#路以东,5.1237,挂牌出让,房地产业,7226,1,3,2020年2月6日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5885907d-8b6e-4e97-95c9-c7489d90752a,经十三路以东，经十五支路以西，纬十六路以北,9.51984,划拨,房地产业,513.5614,0,0,2019年1月21日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=b1a6ea83-4777-44e4-b10e-7196a525037d,经十三路以东，经十五支路以西，纬十六路以北,12.48,划拨,房地产业,656.964,0,0,2019年1月21日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e2ebaef0-6eca-4d38-84bc-9fd1b4b47e64,经十三路以东，纬三十四路以北,3.59534,挂牌出让,医药制造业,588,0.7,0,2014年5月16日,103.693634,36.520515
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e20d23d6-e0c4-4981-98ba-4efae55f1923,经十三路以东、JK8#路以南、纬三十路北,9.3609,挂牌出让,卫生,2073,0.7,0,2015年12月25日,103.693779,36.506374
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9962d7dd-cc6c-4d54-b658-f669ae09200e,经十三路以东、纬二十八路以南、纬二十六路以北,14.4806,挂牌出让,饮料制造业,2792,0.7,0,2018年1月4日,103.693283,36.54311
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=57f90ec8-df32-476c-aea7-2286b37c8bb4,经十三路以东、纬二十六路以北、经十四路以西,4.19408,挂牌出让,金属制品业,930,0.7,,2019年10月8日,103.693283,36.54311
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9529b52f-3f6e-4007-b1b7-4d0fb4d10fbc,经十三路以东、纬二十六路以南、经十四路以西、纬二十四路以北,13.31538,挂牌出让,金属制品业,3074,0.7,0,2016年1月23日,103.693641,36.518303
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=caf16dc4-df4a-4742-b8dd-8c48531bcb2f,经十三路以东、纬十六路以南、纬十四路以北,6.76796,挂牌出让,房地产业,5896,,2,2019年12月25日,103.693641,36.518303
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6b073351-c4b8-4efb-962f-a8e492cb27bf,经十三路以东、纬十四以南、纬十二路以北,8.07027,挂牌出让,房地产业,8582,,3,2019年12月25日,103.693237,36.514286
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=40d75e00-0192-4759-b414-808b06f76d73,经十三路以西，货站北路以南,5.21438,挂牌出让,农、林、牧、渔服务业,1161,0.7,0,2019年2月7日,103.68752,36.614023
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7009f8c8-cada-4bff-a34b-416c3f5aa751,经十三路以西，纬二十二路以北,7.5421,挂牌出让,房地产业,1672,0.7,0,2014年7月10日,103.693237,36.514286
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ef3ce2af-ba84-40db-b57c-caa740722209,经十三路以西、货站北路以北,7.66117,挂牌出让,其它,1708,0.7,0,2014年6月10日,103.68752,36.614023
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=34126d47-b126-45da-8695-c0ef354c5774,经十三路至经十四路,5.30533,协议出让,公共设施管理业,1209.6,,,2019年10月29日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2bb8b6ea-e542-4963-b9f0-651dc124fb0e,经十三路至经十五支路,4.523153,协议出让,公共设施管理业,949.8621,,,2019年10月29日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c30b5e41-7416-4a13-a644-87d82ce9a2c0,经十三路至经四十五路,9.65194,协议出让,房地产业,2026.8973,,,2020年4月28日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0a0b60c0-6c7c-41ed-bc89-268d0363ebb5,经十三路至经四十五路,12.636,协议出让,公共设施管理业,2691.36,,,2019年10月29日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=89e35e11-c222-4712-a5b9-93f0a5241cb6,经十三路至经四十五路,13.3782,协议出让,房地产业,2809.4101,,,2020年4月28日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e9ddba6d-c2b8-446e-a1cc-7bdd96165506,经十四路以东，北快速路以南、经十五支路以西、纬二十八路以北,4.64834,挂牌出让,工程准备,986,0.7,0,2018年2月23日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=629b7b95-6916-46df-9153-47eec2c4616b,经十四路以东、经十五路以西、纬三十二支路以北,129.706,挂牌出让,金属制品业,35578,0.7,0,2013年12月25日,,
